,WINorLOSS,TeamPoints,OpponentPoints,FieldGoals,FieldGoals.,X3PointShots,X3PointShots.,TotalRebounds,Assists,Blocks,Turnovers,TotalFouls,Opp.FieldGoals,Opp.FieldGoals.,Opp.3PointShots,Opp.3PointShotsAttempted,Opp.3PointShots.,Opp.TotalRebounds,Opp.Assists,Opp.Steals,Opp.Blocks,v.TeamPoints,v.OpponentPoints,v.FieldGoals,v.FieldGoals.,v.X3PointShots,v.X3PointShots.,v.TotalRebounds,v.Assists,v.Blocks,v.Opp.FieldGoals,v.Opp.FieldGoals.,v.Opp.3PointShots,v.Opp.3PointShots.,v.Opp.TotalRebounds,v.Opp.Assists,v.Opp.Blocks,h._ATL,h._BOS,h._BRK,h._CHI,h._CHO,h._CLE,h._DAL,h._DEN,h._DET,h._GSW,h._HOU,h._IND,h._LAC,h._LAL,h._MEM,h._MIA,h._MIL,h._MIN,h._NOP,h._NYK,h._OKC,h._ORL,h._PHI,h._PHO,h._POR,h._SAC,h._SAS,h._TOR,h._UTA,h._WAS,a._ATL,a._BOS,a._BRK,a._CHI,a._CHO,a._CLE,a._DAL,a._DEN,a._DET,a._GSW,a._HOU,a._IND,a._LAC,a._LAL,a._MEM,a._MIA,a._MIL,a._MIN,a._NOP,a._NYK,a._OKC,a._ORL,a._PHI,a._PHO,a._POR,a._SAC,a._SAS,a._TOR,a._UTA,a._WAS
1817,0,0.0,-0.14167648021785836,-0.5977343959085767,-0.3937519009168529,0.811663416084764,-0.21827144499932352,-0.30503214367609766,-0.030737540953239002,-1.407052342627879,-1.2200993075478916,-0.7891094997838732,-0.10041106198287529,-0.20552478811122307,0.6076114179981831,1.1930960389209377,-1.2570890952303309,0.8781794049830774,-0.15404568757272152,-0.16692893888724286,-1.0575973168375004,1.1246463874655326,0.9423133335420266,-0.420029575503309,-0.003137465345951076,1.2979463437831251,0.00411832915093411,-0.3759698515077417,-0.0027943219048388733,0.31677094624606766,0.4409355330552571,0.5739540165686802,1.3689558453694062,0.6249345278777622,0.3410112466085449,1.7561208383289832,-0.43020907803559305,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819,1,0.0,-0.14167648021785836,-0.5977343959085767,-0.3937519009168529,0.811663416084764,-0.21827144499932352,-0.30503214367609766,-0.030737540953239002,-1.407052342627879,-1.2200993075478916,-0.7891094997838732,-0.10041106198287529,-0.20552478811122307,0.6076114179981831,1.1930960389209377,-1.2570890952303309,0.8781794049830774,-0.15404568757272152,-0.16692893888724286,-1.0575973168375004,1.1246463874655326,0.9423133335420266,-0.420029575503309,-0.003137465345951076,1.2979463437831251,0.00411832915093411,-0.3759698515077417,-0.0027943219048388733,0.31677094624606766,0.4409355330552571,0.5739540165686802,1.3689558453694062,0.6249345278777622,0.3410112466085449,1.7561208383289832,-0.43020907803559305,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,1,-0.10492327813089168,0.5337579022161095,-0.3877196081569104,-0.6455334949294304,-0.26817073218659576,-0.612258267105067,0.6668144536175221,0.20398549905330124,-0.19890268717776244,0.305024826886971,0.32999124536416663,0.2925017892544805,0.7037092975421565,0.7686650468651748,0.26796809430309887,1.116699438775149,-0.6910758891447633,0.9814910951061746,0.4840939227730048,1.6312094208849564,1.1246463874655326,0.9423133335420266,-0.420029575503309,-0.003137465345951076,1.2979463437831251,0.00411832915093411,-0.3759698515077417,-0.0027943219048388733,0.31677094624606766,0.4409355330552571,0.5739540165686802,1.3689558453694062,0.6249345278777622,0.3410112466085449,1.7561208383289832,-0.43020907803559305,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1822,1,-0.10492327813089168,0.5337579022161095,-0.3877196081569104,-0.6455334949294304,-0.26817073218659576,-0.612258267105067,0.6668144536175221,0.20398549905330124,-0.19890268717776244,0.305024826886971,0.32999124536416663,0.2925017892544805,0.7037092975421565,0.7686650468651748,0.26796809430309887,1.116699438775149,-0.6910758891447633,0.9814910951061746,0.4840939227730048,1.6312094208849564,1.1246463874655326,0.9423133335420266,-0.420029575503309,-0.003137465345951076,1.2979463437831251,0.00411832915093411,-0.3759698515077417,-0.0027943219048388733,0.31677094624606766,0.4409355330552571,0.5739540165686802,1.3689558453694062,0.6249345278777622,0.3410112466085449,1.7561208383289832,-0.43020907803559305,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,1,-0.06885590127339862,-0.4447982518467579,-0.2100147877516663,-0.7404418216444397,0.3110780493364527,-0.2985788634424965,1.6315672801279708,-1.2378846038440248,-1.480720004545568,-0.6836763361259719,-1.123883226964913,0.27503899586615416,0.7321228627188114,-1.5739331912001173,-2.0480418636022573,0.4147511564991054,-0.7997166402766936,-0.41812400912594816,-0.8012589066587704,-1.093448073340465,1.1246463874655326,0.9423133335420266,-0.420029575503309,-0.003137465345951076,1.2979463437831251,0.00411832915093411,-0.3759698515077417,-0.0027943219048388733,0.31677094624606766,0.4409355330552571,0.5739540165686802,1.3689558453694062,0.6249345278777622,0.3410112466085449,1.7561208383289832,-0.43020907803559305,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,1,3.321477523331163,0.33936459214975206,2.7544247162813806,2.2895653362077977,2.713887809728352,3.61726577090104,1.4755043228983407,3.048605198180207,1.3923188102443413,0.9150744806609161,0.15782189995677354,0.37108435950195673,-1.2899758590207218,-0.8272300028168061,-0.40195214145464736,-1.7713163511605508,-0.03319578506809031,0.12763785541739425,1.3187386172092264,-1.5057317731245745,1.1246463874655326,0.9423133335420266,-0.420029575503309,-0.003137465345951076,1.2979463437831251,0.00411832915093411,-0.3759698515077417,-0.0027943219048388733,0.31677094624606766,0.4409355330552571,0.5739540165686802,1.3689558453694062,0.6249345278777622,0.3410112466085449,1.7561208383289832,-0.43020907803559305,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,1,-0.01639426220794896,-0.6589603731063097,0.04846495101961204,0.0031374653459510763,-0.2610195126616201,-0.0041183291509372345,0.3121259144592687,-0.4666517581082449,-0.1694356224106864,0.45227819159102767,-0.41607591806785904,-0.694146037186002,-0.8836618769943827,-0.28550416026420816,0.261587901581593,-1.4496234812260473,0.28065527375748345,-0.9110702093586539,0.033385787777450035,-1.093448073340465,1.1246463874655326,0.9423133335420266,-0.420029575503309,-0.003137465345951076,1.2979463437831251,0.00411832915093411,-0.3759698515077417,-0.0027943219048388733,0.31677094624606766,0.4409355330552571,0.5739540165686802,1.3689558453694062,0.6249345278777622,0.3410112466085449,1.7561208383289832,-0.43020907803559305,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,0,0.6131454065774202,-0.6952031936271584,-0.016154983673204015,0.8918245245866006,0.7186975622600786,0.8806360501074092,-0.9080026602451302,0.25987193715010476,0.7735104501357446,-1.251653599984474,0.6838948998126909,-1.1569100619766581,-1.338278919821053,-0.871153719780532,-0.5678371522137085,-1.3573674212697755,1.2946356176554588,-0.6205840556500949,-0.901416269991118,-2.9935381679976665,1.1246463874655326,0.9423133335420266,-0.420029575503309,-0.003137465345951076,1.2979463437831251,0.00411832915093411,-0.3759698515077417,-0.0027943219048388733,0.31677094624606766,0.4409355330552571,0.5739540165686802,1.3689558453694062,0.6249345278777622,0.3410112466085449,1.7561208383289832,-0.43020907803559305,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1832,1,0.6131454065774202,-0.6952031936271584,-0.016154983673204015,0.8918245245866006,0.7186975622600786,0.8806360501074092,-0.9080026602451302,0.25987193715010476,0.7735104501357446,-1.251653599984474,0.6838948998126909,-1.1569100619766581,-1.338278919821053,-0.871153719780532,-0.5678371522137085,-1.3573674212697755,1.2946356176554588,-0.6205840556500949,-0.901416269991118,-2.9935381679976665,1.1246463874655326,0.9423133335420266,-0.420029575503309,-0.003137465345951076,1.2979463437831251,0.00411832915093411,-0.3759698515077417,-0.0027943219048388733,0.31677094624606766,0.4409355330552571,0.5739540165686802,1.3689558453694062,0.6249345278777622,0.3410112466085449,1.7561208383289832,-0.43020907803559305,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,0,-1.4263008120918537,1.090579417490942,-2.1728453040460174,-2.4087890193539208,-0.4612536593609442,-1.8779580928245327,-0.43272001777306857,-1.9644082991023695,-1.0534475654229665,-0.6836763361259719,-0.2247766453929815,1.5585543099081849,1.698184078725527,0.051244336457678605,0.17226520348055943,-0.6746725775933031,1.2825644230852522,1.9057652205424807,-0.26708630221959295,0.5377613475444875,1.1246463874655326,0.9423133335420266,-0.420029575503309,-0.003137465345951076,1.2979463437831251,0.00411832915093411,-0.3759698515077417,-0.0027943219048388733,0.31677094624606766,0.4409355330552571,0.5739540165686802,1.3689558453694062,0.6249345278777622,0.3410112466085449,1.7561208383289832,-0.43020907803559305,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,0,-1.4263008120918537,1.090579417490942,-2.1728453040460174,-2.4087890193539208,-0.4612536593609442,-1.8779580928245327,-0.43272001777306857,-1.9644082991023695,-1.0534475654229665,-0.6836763361259719,-0.2247766453929815,1.5585543099081849,1.698184078725527,0.051244336457678605,0.17226520348055943,-0.6746725775933031,1.2825644230852522,1.9057652205424807,-0.26708630221959295,0.5377613475444875,1.1246463874655326,0.9423133335420266,-0.420029575503309,-0.003137465345951076,1.2979463437831251,0.00411832915093411,-0.3759698515077417,-0.0027943219048388733,0.31677094624606766,0.4409355330552571,0.5739540165686802,1.3689558453694062,0.6249345278777622,0.3410112466085449,1.7561208383289832,-0.43020907803559305,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838,1,-0.8623381921382918,-0.45138785557782274,-0.9935314959020821,-0.5733717919725556,-1.35515609998293,-0.9993812072926016,-1.2059410331380485,-0.6957861543051074,-0.8029775149028207,-0.9887011630129475,0.9995386997262435,-1.794302020650593,0.26140479962534535,1.3689558453694062,1.2186168098069463,0.24788802196949122,-0.4194740113149428,-0.233269184038688,-1.0015736333234622,0.7170151300593205,1.1246463874655326,0.9423133335420266,-0.420029575503309,-0.003137465345951076,1.2979463437831251,0.00411832915093411,-0.3759698515077417,-0.0027943219048388733,0.31677094624606766,0.4409355330552571,0.5739540165686802,1.3689558453694062,0.6249345278777622,0.3410112466085449,1.7561208383289832,-0.43020907803559305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,0,-0.8623381921382918,-0.45138785557782274,-0.9935314959020821,-0.5733717919725556,-1.35515609998293,-0.9993812072926016,-1.2059410331380485,-0.6957861543051074,-0.8029775149028207,-0.9887011630129475,0.9995386997262435,-1.794302020650593,0.26140479962534535,1.3689558453694062,1.2186168098069463,0.24788802196949122,-0.4194740113149428,-0.233269184038688,-1.0015736333234622,0.7170151300593205,1.1246463874655326,0.9423133335420266,-0.420029575503309,-0.003137465345951076,1.2979463437831251,0.00411832915093411,-0.3759698515077417,-0.0027943219048388733,0.31677094624606766,0.4409355330552571,0.5739540165686802,1.3689558453694062,0.6249345278777622,0.3410112466085449,1.7561208383289832,-0.43020907803559305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1842,1,-0.629539668785373,-1.153180652936042,0.016154983673204015,1.2267489502668742,-1.419517075707713,-0.7625772811140542,0.29084460210977214,-0.6622542914470295,1.8195912493669446,-0.4733143865487507,-1.6690861540883177,-0.7814600041276287,-0.691396752632267,-1.3982383233452214,-1.6141887585400954,-0.3232973231511308,-1.3368847986512227,-1.3512007452807,-0.28377919610831676,-1.5415825296275405,1.1246463874655326,0.9423133335420266,-0.420029575503309,-0.003137465345951076,1.2979463437831251,0.00411832915093411,-0.3759698515077417,-0.0027943219048388733,0.31677094624606766,0.4409355330552571,0.5739540165686802,1.3689558453694062,0.6249345278777622,0.3410112466085449,1.7561208383289832,-0.43020907803559305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1845,1,-0.8492227823719304,0.11531806529360306,0.040387459183012384,1.0259511681260054,-1.862892686256218,-0.2724961121532763,-1.191753491571723,0.4163539638211289,0.9945134358888187,0.6310858487316681,0.1673868635905199,-0.4671297231377492,0.20552478811121874,0.9443599147200741,1.1930960389209377,-0.012033399124732053,-0.4858655814511234,1.7297130061736585,0.6844086494377002,0.6453136170533896,1.1246463874655326,0.9423133335420266,-0.420029575503309,-0.003137465345951076,1.2979463437831251,0.00411832915093411,-0.3759698515077417,-0.0027943219048388733,0.31677094624606766,0.4409355330552571,0.5739540165686802,1.3689558453694062,0.6249345278777622,0.3410112466085449,1.7561208383289832,-0.43020907803559305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1848,0,0.0,0.8500588813071425,-0.3877196081569104,0.8353501483594669,-1.7484731738566042,-0.7419856353593993,-1.2981600533192057,0.5169495523953609,-0.49357333484852495,0.4943505815064722,0.17695182722426353,1.1481786652824975,1.4519331805277207,0.6076114179981831,0.6443994648717396,0.09626719299787467,-0.9807845588299061,0.453334451999711,0.10015736333234646,0.07170151300593218,1.1246463874655326,0.9423133335420266,-0.420029575503309,-0.003137465345951076,1.2979463437831251,0.00411832915093411,-0.3759698515077417,-0.0027943219048388733,0.31677094624606766,0.4409355330552571,0.5739540165686802,1.3689558453694062,0.6249345278777622,0.3410112466085449,1.7561208383289832,-0.43020907803559305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1850,1,0.17050032696270281,0.9554925410041484,0.13731736122223648,-0.17020749501784233,0.03933170738736808,0.5429330597310714,-0.574595433436365,-0.013971609524197622,-0.9208457739711249,-0.7152306285625557,0.3586861362653974,0.5457122933852203,1.2009466881338289,0.7833062858530824,0.2743482870245991,1.116699438775149,0.21426370362129932,0.7174127735529453,-0.5174797105504573,-0.053776134754449784,1.1246463874655326,0.9423133335420266,-0.420029575503309,-0.003137465345951076,1.2979463437831251,0.00411832915093411,-0.3759698515077417,-0.0027943219048388733,0.31677094624606766,0.4409355330552571,0.5739540165686802,1.3689558453694062,0.6249345278777622,0.3410112466085449,1.7561208383289832,-0.43020907803559305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1851,0,0.17050032696270281,0.9554925410041484,0.13731736122223648,-0.17020749501784233,0.03933170738736808,0.5429330597310714,-0.574595433436365,-0.013971609524197622,-0.9208457739711249,-0.7152306285625557,0.3586861362653974,0.5457122933852203,1.2009466881338289,0.7833062858530824,0.2743482870245991,1.116699438775149,0.21426370362129932,0.7174127735529453,-0.5174797105504573,-0.053776134754449784,1.1246463874655326,0.9423133335420266,-0.420029575503309,-0.003137465345951076,1.2979463437831251,0.00411832915093411,-0.3759698515077417,-0.0027943219048388733,0.31677094624606766,0.4409355330552571,0.5739540165686802,1.3689558453694062,0.6249345278777622,0.3410112466085449,1.7561208383289832,-0.43020907803559305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1854,0,-1.0361173715425898,-0.48104107236760657,-0.920834069372657,-0.7098515345214275,-0.6328829279603652,-0.29857886344249335,0.41853247620673895,-0.7907930990696584,0.8619116444369739,-0.9571468705763622,-0.6552000089114657,-0.23138201239533063,-0.6667716628125053,-1.1493372605507843,-1.0527317990478873,-1.1471840498911077,0.03319578506809383,-0.9638858736692982,-0.6677157555489763,-1.3981795036156761,1.1246463874655326,0.9423133335420266,-0.420029575503309,-0.003137465345951076,1.2979463437831251,0.00411832915093411,-0.3759698515077417,-0.0027943219048388733,0.31677094624606766,0.4409355330552571,0.5739540165686802,1.3689558453694062,0.6249345278777622,0.3410112466085449,1.7561208383289832,-0.43020907803559305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856,1,2.072234743085187,-0.0395376223863772,1.8659006142551224,1.5561828115917302,-0.160902439311956,-0.02333719852193913,2.9722899581461695,0.32693566286625403,1.2007828892583476,1.4199431596462537,0.09086715452056836,-0.021828491735404132,-1.1611676968864892,-0.5197639840707377,-0.26158790158160045,-0.8262934065649306,-1.8619817624555308,-0.44453184128127543,1.4522817683190217,-0.8604181560711861,1.1246463874655326,0.9423133335420266,-0.420029575503309,-0.003137465345951076,1.2979463437831251,0.00411832915093411,-0.3759698515077417,-0.0027943219048388733,0.31677094624606766,0.4409355330552571,0.5739540165686802,1.3689558453694062,0.6249345278777622,0.3410112466085449,1.7561208383289832,-0.43020907803559305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1857,1,2.072234743085187,-0.0395376223863772,1.8659006142551224,1.5561828115917302,-0.160902439311956,-0.02333719852193913,2.9722899581461695,0.32693566286625403,1.2007828892583476,1.4199431596462537,0.09086715452056836,-0.021828491735404132,-1.1611676968864892,-0.5197639840707377,-0.26158790158160045,-0.8262934065649306,-1.8619817624555308,-0.44453184128127543,1.4522817683190217,-0.8604181560711861,1.1246463874655326,0.9423133335420266,-0.420029575503309,-0.003137465345951076,1.2979463437831251,0.00411832915093411,-0.3759698515077417,-0.0027943219048388733,0.31677094624606766,0.4409355330552571,0.5739540165686802,1.3689558453694062,0.6249345278777622,0.3410112466085449,1.7561208383289832,-0.43020907803559305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1860,1,-0.09508672080612154,0.24052053618380329,0.7915941999870202,0.2988435742018507,-0.4469512203109914,0.049419949811165584,-0.1844380403622936,0.5616587028727975,0.1694356224106875,-0.11569907226747134,0.18651679085800713,0.03055988842958003,0.7046564163813701,0.4465577891311956,0.2998690579106095,0.012033399124735705,0.11769414705958621,0.8406493236111154,-0.16692893888724286,0.44813445628707543,1.1246463874655326,0.9423133335420266,-0.420029575503309,-0.003137465345951076,1.2979463437831251,0.00411832915093411,-0.3759698515077417,-0.0027943219048388733,0.31677094624606766,0.4409355330552571,0.5739540165686802,1.3689558453694062,0.6249345278777622,0.3410112466085449,1.7561208383289832,-0.43020907803559305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1862,0,-1.3443295010520975,1.3080363406160262,-1.4054835795688057,-1.2636141680817923,0.46125365936094526,-0.6905065209727651,-1.3407226780181905,-0.3604675257243335,1.2744505511760393,1.5671965243503072,1.0186686269937335,0.9386251446225762,1.0228883463600384,-0.900436197756345,-1.4100225914520197,0.6425835132607025,1.7774834004640314,0.9550832629508499,1.3020457233205027,0.6990897518078381,1.1246463874655326,0.9423133335420266,-0.420029575503309,-0.003137465345951076,1.2979463437831251,0.00411832915093411,-0.3759698515077417,-0.0027943219048388733,0.31677094624606766,0.4409355330552571,0.5739540165686802,1.3689558453694062,0.6249345278777622,0.3410112466085449,1.7561208383289832,-0.43020907803559305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1863,0,-0.36067376857495353,1.2190766902466783,-0.6704318224379925,-1.0055576433773306,0.3182292688614273,-0.21483950404023935,0.7306583906660035,-0.6790202228760677,-1.3923188102443413,2.3350176403071696,1.678651117722064,0.5107867066085727,1.1867399055454948,1.046848587635427,0.3572907924041343,1.6148821625390524,-0.19012131448087896,0.18925613044647668,2.4872411894199313,0.3764329432811433,1.1246463874655326,0.9423133335420266,-0.420029575503309,-0.003137465345951076,1.2979463437831251,0.00411832915093411,-0.3759698515077417,-0.0027943219048388733,0.31677094624606766,0.4409355330552571,0.5739540165686802,1.3689558453694062,0.6249345278777622,0.3410112466085449,1.7561208383289832,-0.43020907803559305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
