,WINorLOSS,TeamPoints,OpponentPoints,FieldGoals,FieldGoals.,X3PointShots,X3PointShots.,TotalRebounds,Assists,Blocks,Turnovers,TotalFouls,Opp.FieldGoals,Opp.FieldGoals.,Opp.3PointShots,Opp.3PointShotsAttempted,Opp.3PointShots.,Opp.TotalRebounds,Opp.Assists,Opp.Steals,Opp.Blocks,v.TeamPoints,v.OpponentPoints,v.FieldGoals,v.FieldGoals.,v.X3PointShots,v.X3PointShots.,v.TotalRebounds,v.Assists,v.Blocks,v.Opp.FieldGoals,v.Opp.FieldGoals.,v.Opp.3PointShots,v.Opp.3PointShots.,v.Opp.TotalRebounds,v.Opp.Assists,v.Opp.Blocks,h._ATL,h._BOS,h._BRK,h._CHI,h._CHO,h._CLE,h._DAL,h._DEN,h._DET,h._GSW,h._HOU,h._IND,h._LAC,h._LAL,h._MEM,h._MIA,h._MIL,h._MIN,h._NOP,h._NYK,h._OKC,h._ORL,h._PHI,h._PHO,h._POR,h._SAC,h._SAS,h._TOR,h._UTA,h._WAS,a._ATL,a._BOS,a._BRK,a._CHI,a._CHO,a._CLE,a._DAL,a._DEN,a._DET,a._GSW,a._HOU,a._IND,a._LAC,a._LAL,a._MEM,a._MIA,a._MIL,a._MIN,a._NOP,a._NYK,a._OKC,a._ORL,a._PHI,a._PHO,a._POR,a._SAC,a._SAS,a._TOR,a._UTA,a._WAS
1899,1,0.2721447526520108,-0.6260123544509935,-0.8481366428432413,-0.8322126830135301,1.2478878071082955,0.7474767408939709,0.1844380403622936,-0.2989924438178555,0.5377739319991385,-1.7039317915755032,-1.8603854267631923,-0.4322041363610914,-0.593843512192365,0.3733515941916578,0.5869777303782185,-0.47491815212274735,0.35308244117875864,0.8142414914557933,-1.3688172988754004,0.44813445628707543,-0.20656770382019587,0.03953762238638105,0.2019372959150619,-0.5749405246455347,-0.32538048838640193,1.1201855290532219,1.574817113862652,0.2878151561984984,0.9650463711217394,0.7465344173509862,-0.8438828857470388,-0.7540238078772672,-1.0757858817510346,0.9687133642596784,0.2332691840386854,0.8066420213167363,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1901,0,0.567241472395157,-1.2619091144985841,0.2665572306078733,0.6823987127443519,1.3194000023580539,0.8723993918055535,0.5249390379542175,0.22634007429202363,-1.3481182130937268,-0.8835201882243339,-0.11956204542179914,-1.1569100619766581,-0.2860298894451243,-0.8272300028168061,-0.8421854392383112,-0.680288163851504,-1.4274187579278237,-0.5589657806210048,-0.7845660127700478,-1.1651495863463972,-0.20656770382019587,0.03953762238638105,0.2019372959150619,-0.5749405246455347,-0.32538048838640193,1.1201855290532219,1.574817113862652,0.2878151561984984,0.9650463711217394,0.7465344173509862,-0.8438828857470388,-0.7540238078772672,-1.0757858817510346,0.9687133642596784,0.2332691840386854,0.8066420213167363,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1902,1,0.567241472395157,-1.2619091144985841,0.2665572306078733,0.6823987127443519,1.3194000023580539,0.8723993918055535,0.5249390379542175,0.22634007429202363,-1.3481182130937268,-0.8835201882243339,-0.11956204542179914,-1.1569100619766581,-0.2860298894451243,-0.8272300028168061,-0.8421854392383112,-0.680288163851504,-1.4274187579278237,-0.5589657806210048,-0.7845660127700478,-1.1651495863463972,-0.20656770382019587,0.03953762238638105,0.2019372959150619,-0.5749405246455347,-0.32538048838640193,1.1201855290532219,1.574817113862652,0.2878151561984984,0.9650463711217394,0.7465344173509862,-0.8438828857470388,-0.7540238078772672,-1.0757858817510346,0.9687133642596784,0.2332691840386854,0.8066420213167363,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,1,0.0,-0.14167648021785836,-0.5977343959085767,-0.3937519009168529,0.811663416084764,-0.21827144499932352,-0.30503214367609766,-0.030737540953239002,-1.407052342627879,-1.2200993075478916,-0.7891094997838732,-0.10041106198287529,-0.20552478811122307,0.6076114179981831,1.1930960389209377,-1.2570890952303309,0.8781794049830774,-0.15404568757272152,-0.16692893888724286,-1.0575973168375004,-0.20656770382019587,0.03953762238638105,0.2019372959150619,-0.5749405246455347,-0.32538048838640193,1.1201855290532219,1.574817113862652,0.2878151561984984,0.9650463711217394,0.7465344173509862,-0.8438828857470388,-0.7540238078772672,-1.0757858817510346,0.9687133642596784,0.2332691840386854,0.8066420213167363,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1907,1,-0.10492327813089168,0.5337579022161095,-0.3877196081569104,-0.6455334949294304,-0.26817073218659576,-0.612258267105067,0.6668144536175221,0.20398549905330124,-0.19890268717776244,0.305024826886971,0.32999124536416663,0.2925017892544805,0.7037092975421565,0.7686650468651748,0.26796809430309887,1.116699438775149,-0.6910758891447633,0.9814910951061746,0.4840939227730048,1.6312094208849564,-0.20656770382019587,0.03953762238638105,0.2019372959150619,-0.5749405246455347,-0.32538048838640193,1.1201855290532219,1.574817113862652,0.2878151561984984,0.9650463711217394,0.7465344173509862,-0.8438828857470388,-0.7540238078772672,-1.0757858817510346,0.9687133642596784,0.2332691840386854,0.8066420213167363,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,1,-0.06885590127339862,-0.4447982518467579,-0.2100147877516663,-0.7404418216444397,0.3110780493364527,-0.2985788634424965,1.6315672801279708,-1.2378846038440248,-1.480720004545568,-0.6836763361259719,-1.123883226964913,0.27503899586615416,0.7321228627188114,-1.5739331912001173,-2.0480418636022573,0.4147511564991054,-0.7997166402766936,-0.41812400912594816,-0.8012589066587704,-1.093448073340465,-0.20656770382019587,0.03953762238638105,0.2019372959150619,-0.5749405246455347,-0.32538048838640193,1.1201855290532219,1.574817113862652,0.2878151561984984,0.9650463711217394,0.7465344173509862,-0.8438828857470388,-0.7540238078772672,-1.0757858817510346,0.9687133642596784,0.2332691840386854,0.8066420213167363,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1910,0,-0.06885590127339862,-0.4447982518467579,-0.2100147877516663,-0.7404418216444397,0.3110780493364527,-0.2985788634424965,1.6315672801279708,-1.2378846038440248,-1.480720004545568,-0.6836763361259719,-1.123883226964913,0.27503899586615416,0.7321228627188114,-1.5739331912001173,-2.0480418636022573,0.4147511564991054,-0.7997166402766936,-0.41812400912594816,-0.8012589066587704,-1.093448073340465,-0.20656770382019587,0.03953762238638105,0.2019372959150619,-0.5749405246455347,-0.32538048838640193,1.1201855290532219,1.574817113862652,0.2878151561984984,0.9650463711217394,0.7465344173509862,-0.8438828857470388,-0.7540238078772672,-1.0757858817510346,0.9687133642596784,0.2332691840386854,0.8066420213167363,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,1,3.321477523331163,0.33936459214975206,2.7544247162813806,2.2895653362077977,2.713887809728352,3.61726577090104,1.4755043228983407,3.048605198180207,1.3923188102443413,0.9150744806609161,0.15782189995677354,0.37108435950195673,-1.2899758590207218,-0.8272300028168061,-0.40195214145464736,-1.7713163511605508,-0.03319578506809031,0.12763785541739425,1.3187386172092264,-1.5057317731245745,-0.20656770382019587,0.03953762238638105,0.2019372959150619,-0.5749405246455347,-0.32538048838640193,1.1201855290532219,1.574817113862652,0.2878151561984984,0.9650463711217394,0.7465344173509862,-0.8438828857470388,-0.7540238078772672,-1.0757858817510346,0.9687133642596784,0.2332691840386854,0.8066420213167363,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1915,0,1.1246463874655326,0.9423133335420265,-0.42002957550330905,-0.0031374653459510763,1.297946343783125,0.00411832915093411,-0.3759698515077417,-0.0027943219048388733,0.31677094624606766,1.2095812100690293,1.1143182633311695,0.4409355330552571,0.5739540165686802,1.3689558453694062,1.3143197006294858,0.6249345278777622,0.3410112466085449,1.7561208383289832,1.702675176649886,-0.43020907803559305,-0.20656770382019587,0.03953762238638105,0.2019372959150619,-0.5749405246455347,-0.32538048838640193,1.1201855290532219,1.574817113862652,0.2878151561984984,0.9650463711217394,0.7465344173509862,-0.8438828857470388,-0.7540238078772672,-1.0757858817510346,0.9687133642596784,0.2332691840386854,0.8066420213167363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1917,1,-0.01639426220794896,-0.6589603731063097,0.04846495101961204,0.0031374653459510763,-0.2610195126616201,-0.0041183291509372345,0.3121259144592687,-0.4666517581082449,-0.1694356224106864,0.45227819159102767,-0.41607591806785904,-0.694146037186002,-0.8836618769943827,-0.28550416026420816,0.261587901581593,-1.4496234812260473,0.28065527375748345,-0.9110702093586539,0.033385787777450035,-1.093448073340465,-0.20656770382019587,0.03953762238638105,0.2019372959150619,-0.5749405246455347,-0.32538048838640193,1.1201855290532219,1.574817113862652,0.2878151561984984,0.9650463711217394,0.7465344173509862,-0.8438828857470388,-0.7540238078772672,-1.0757858817510346,0.9687133642596784,0.2332691840386854,0.8066420213167363,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1919,0,-0.01639426220794896,-0.6589603731063097,0.04846495101961204,0.0031374653459510763,-0.2610195126616201,-0.0041183291509372345,0.3121259144592687,-0.4666517581082449,-0.1694356224106864,0.45227819159102767,-0.41607591806785904,-0.694146037186002,-0.8836618769943827,-0.28550416026420816,0.261587901581593,-1.4496234812260473,0.28065527375748345,-0.9110702093586539,0.033385787777450035,-1.093448073340465,-0.20656770382019587,0.03953762238638105,0.2019372959150619,-0.5749405246455347,-0.32538048838640193,1.1201855290532219,1.574817113862652,0.2878151561984984,0.9650463711217394,0.7465344173509862,-0.8438828857470388,-0.7540238078772672,-1.0757858817510346,0.9687133642596784,0.2332691840386854,0.8066420213167363,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1921,1,0.6131454065774202,-0.6952031936271584,-0.016154983673204015,0.8918245245866006,0.7186975622600786,0.8806360501074092,-0.9080026602451302,0.25987193715010476,0.7735104501357446,-1.251653599984474,0.6838948998126909,-1.1569100619766581,-1.338278919821053,-0.871153719780532,-0.5678371522137085,-1.3573674212697755,1.2946356176554588,-0.6205840556500949,-0.901416269991118,-2.9935381679976665,-0.20656770382019587,0.03953762238638105,0.2019372959150619,-0.5749405246455347,-0.32538048838640193,1.1201855290532219,1.574817113862652,0.2878151561984984,0.9650463711217394,0.7465344173509862,-0.8438828857470388,-0.7540238078772672,-1.0757858817510346,0.9687133642596784,0.2332691840386854,0.8066420213167363,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1922,0,-1.4263008120918537,1.090579417490942,-2.1728453040460174,-2.4087890193539208,-0.4612536593609442,-1.8779580928245327,-0.43272001777306857,-1.9644082991023695,-1.0534475654229665,-0.6836763361259719,-0.2247766453929815,1.5585543099081849,1.698184078725527,0.051244336457678605,0.17226520348055943,-0.6746725775933031,1.2825644230852522,1.9057652205424807,-0.26708630221959295,0.5377613475444875,-0.20656770382019587,0.03953762238638105,0.2019372959150619,-0.5749405246455347,-0.32538048838640193,1.1201855290532219,1.574817113862652,0.2878151561984984,0.9650463711217394,0.7465344173509862,-0.8438828857470388,-0.7540238078772672,-1.0757858817510346,0.9687133642596784,0.2332691840386854,0.8066420213167363,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
